"Time, s","Fuerza mover (1st):Global Rectangular [angulo_45]","Fuerza mover (1st):Global Rectangular [angulo_0]","Fuerza mover (1st):Global Rectangular [angulo_15]","Fuerza mover (1st):Global Rectangular [angulo_30]","Fuerza mover (1st):Global Rectangular [angulo_45]","Fuerza mover (1st):Global Rectangular [angulo_60]","Fuerza mover (1st):Global Rectangular [angulo_75]","Fuerza mover (1st):Global Rectangular [angulo_90]","Fuerza mover (1st):Global Rectangular [angulo_105]","Fuerza mover (1st):Global Rectangular [angulo_120]","Fuerza mover (1st):Global Rectangular [angulo_135]","Fuerza mover (1st):Global Rectangular [angulo_150]","Fuerza mover (1st):Global Rectangular [angulo_165]","Fuerza mover (1st):Global Rectangular [angulo_180]","Fuerza mover (1st):Global Rectangular [angulo_195]","Fuerza mover (1st):Global Rectangular [angulo_210]","Fuerza mover (1st):Global Rectangular [angulo_225]","Fuerza mover (1st):Global Rectangular [angulo_240]","Fuerza mover (1st):Global Rectangular [angulo_255]","Fuerza mover (1st):Global Rectangular [angulo_270]","Fuerza mover (1st):Global Rectangular [angulo_285]","Fuerza mover (1st):Global Rectangular [angulo_300]","Fuerza mover (1st):Global Rectangular [angulo_315]","Fuerza mover (1st):Global Rectangular [angulo_330]","Fuerza mover (1st):Global Rectangular [angulo_345]","Fuerza mover (1st):Global Rectangular [angulo_360]"
"0.0505263157895","-140.825581691","-20.6700929183","-37.8836601927","-76.385102573","-140.825578151","-227.267837778","-322.042831397","-383.928315659","-379.952055032","-335.163712727","-263.12628901","-172.945519157","-75.1039109629","19.0053305467","99.7676751563","163.269341835","217.473291084","240.543512171","221.571089081","173.620187586","113.790795963","58.2266264786","17.6390018763","-4.85026990704","-13.9963993462","-20.670092912"
"0.0515368421053","-127.183380714","-18.4993625907","-28.6280887579","-62.0230939316","-127.183381082","-222.824720716","-336.29479813","-426.820871566","-445.332511568","-407.127353073","-336.018200133","-241.840796208","-136.581544651","-32.9436621306","58.8835378528","139.797432029","216.382462348","259.161469968","250.000976549","202.111553389","135.147967158","69.2025499789","19.3073034599","-8.32540270609","-17.0180431604","-18.4993625959"
"0.0525473684211","-113.919002761","-15.8345966506","-20.208081339","-49.0858732784","-113.919001661","-215.424070731","-341.495311911","-457.441801633","-504.353899378","-473.335604191","-401.378999479","-300.80560224","-185.332397619","-70.2238754612","34.6045868728","138.1841086","235.968294637","292.272654513","287.242241795","235.637076096","159.675959906","82.7943429114","23.6229257342","-9.28632138785","-18.2625072525","-15.8345966785"
"0.0535578947368","-100.743597419","-12.6148434007","-12.1280257555","-36.9242583423","-100.74360208","-205.793622628","-340.045628077","-475.093149071","-550.768287592","-533.032847866","-459.048876319","-349.284851357","-221.136687101","-92.3704504181","28.4085324286","158.993711213","276.593799147","342.347631471","336.530877329","276.951861964","189.174117469","99.7969738679","30.5240799433","-8.1505178158","-18.0623340482","-12.6148433534"
"0.0545684210526","-86.9949930146","-8.56947211834","-4.14782801108","-25.1748944484","-86.9949928433","-192.75814486","-330.243283581","-473.398996003","-569.132339319","-575.925797542","-499.58871087","-379.311993267","-237.226294031","-94.2551382021","51.96099138","203.813992017","336.173995407","407.992516441","398.512286696","326.797844248","224.372259342","120.948787489","40.6695747607","-4.38705961156","-16.0255613359","-8.56947210949"
"0.0555789473684","-70.0979769548","-2.7312935321","3.83074771693","-13.4424346986","-70.097975379","-169.228847386","-298.484072856","-432.516297482","-532.287595302","-550.603318767","-480.125751311","-349.780377447","-197.037166254","-41.0303830339","123.864778085","282.464497377","417.082166206","486.289284275","471.57261053","383.837186858","264.782240557","147.211217648","56.2595233873","4.59182829999","-10.0919412542","-2.73130374291"
"0.0565894736842","-52.6341191454","3.55009311521","11.0152524649","-2.71389242774","-52.634120157","-141.164711565","-255.958087516","-372.170224781","-457.732414386","-472.657900441","-403.933720149","-270.50860047","-112.531231271","51.095641972","204.62702691","356.671665445","486.46016361","559.968366339","543.295059799","443.656876798","307.596814518","176.137606464","74.8592233517","16.3414396755","-2.30548637484","3.55009308218"
"0.0576","-38.7314169558","8.75407836609","15.7315757434","4.66957817749","-38.7314194261","-116.439250369","-216.852904828","-316.363204237","-385.878912482","-395.119464121","-324.561891204","-194.63054021","-46.2864610464","94.8894579139","235.755986456","376.119354942","495.686881023","572.936147002","571.494854464","479.311578687","336.619315734","198.607075481","91.6830964032","28.2721023278","5.60231419804","8.75407846879"
"0.0586105263158","-29.3625159794","12.6628103273","17.3073907093","7.74535953555","-29.3625146645","-96.0877171636","-182.501305751","-267.625383541","-325.548079577","-331.412805761","-267.81510064","-154.156629084","-29.0315934187","88.2340229983","214.636323383","340.918634937","450.019238257","524.701435497","546.877436335","476.367082154","344.206785367","210.756639983","105.359608339","40.2537718277","13.7349781942","12.6628102855"
"0.0596210526316","-22.542531096","16.13624778","17.6543007574","8.9184850564","-22.542531838","-79.3723891935","-153.600879467","-227.415816697","-278.070098897","-283.84643687","-230.23283575","-136.817472892","-38.2207232898","63.8461604955","176.87009815","290.811245453","390.851318496","463.612481884","496.998840703","456.079038151","344.526290275","220.027203023","118.629628995","52.7187598684","22.140187366","16.1362477736"
"0.0606315789474","-18.3213286391","18.8790048244","16.4195800207","7.91231975556","-18.3213306397","-65.9871980571","-129.531411542","-194.796645655","-242.420415165","-253.192145792","-213.94988265","-141.753602438","-64.8332233239","24.7662885507","126.629458817","230.878227827","324.846127293","396.846249786","436.98328196","423.278400151","337.875044301","226.809042619","131.751215418","65.7381746522","30.6850023096","18.8790047776"
"0.0616421052632","-16.6586790309","21.2218331027","13.5097760004","4.48574924335","-16.6586790352","-55.1074860683","-108.482880988","-167.021526023","-215.379524321","-236.892992573","-218.351631363","-168.800902857","-108.276383769","-29.4353746876","63.3624719624","160.552355862","250.875404026","323.901694247","370.391835032","377.890346","321.422751812","230.161740066","145.011358808","80.1174854974","40.1108440866","21.221833109"
"0.0626526315789","-16.2490592214","25.3349815393","11.3890393512","0.742225383182","-16.2490594887","-46.2533377337","-90.4237375452","-143.791764197","-195.523641428","-231.747373962","-238.327565651","-212.255002008","-164.617245725","-95.3698453196","-10.2178370555","81.6495199152","170.044137839","245.018465347","297.8947922","320.641241426","292.983627353","227.608014148","156.880650396","95.7169758724","51.6425614226","25.3349815444"
