"Time, s","Fuerza mover (1st):Global Rectangular [angulo_45]","Fuerza mover (1st):Global Rectangular [angulo_0]","Fuerza mover (1st):Global Rectangular [angulo_15]","Fuerza mover (1st):Global Rectangular [angulo_30]","Fuerza mover (1st):Global Rectangular [angulo_45]","Fuerza mover (1st):Global Rectangular [angulo_60]","Fuerza mover (1st):Global Rectangular [angulo_75]","Fuerza mover (1st):Global Rectangular [angulo_90]","Fuerza mover (1st):Global Rectangular [angulo_105]","Fuerza mover (1st):Global Rectangular [angulo_120]","Fuerza mover (1st):Global Rectangular [angulo_135]","Fuerza mover (1st):Global Rectangular [angulo_150]","Fuerza mover (1st):Global Rectangular [angulo_165]","Fuerza mover (1st):Global Rectangular [angulo_180]","Fuerza mover (1st):Global Rectangular [angulo_195]","Fuerza mover (1st):Global Rectangular [angulo_210]","Fuerza mover (1st):Global Rectangular [angulo_225]","Fuerza mover (1st):Global Rectangular [angulo_240]","Fuerza mover (1st):Global Rectangular [angulo_255]","Fuerza mover (1st):Global Rectangular [angulo_270]","Fuerza mover (1st):Global Rectangular [angulo_285]","Fuerza mover (1st):Global Rectangular [angulo_300]","Fuerza mover (1st):Global Rectangular [angulo_315]","Fuerza mover (1st):Global Rectangular [angulo_330]","Fuerza mover (1st):Global Rectangular [angulo_345]","Fuerza mover (1st):Global Rectangular [angulo_360]"
"0.0636631578947","-14.0892051998","32.3642523039","12.6706382633","0.0170413332682","-14.0892051922","-37.459734263","-74.265508784","-123.58049095","-178.52974212","-227.734061297","-256.423635339","-249.96781638","-212.179234806","-150.380331555","-70.8234440783","17.7518940184","105.606366305","183.032750725","241.405142813","274.114952793","268.739203407","226.592791538","169.4369436","112.294979301","65.0903978207","32.3642523459"
"0.0646736842105","-11.7561963338","40.9014937262","15.2836698004","0.198592742998","-11.7561963332","-29.43447149","-59.8394349572","-105.737024266","-163.911203102","-225.276074104","-274.899664004","-287.467105125","-258.269657531","-202.180998121","-126.044983128","-38.4630953954","50.874622298","132.11384616","196.399102421","237.648974089","250.877191756","229.647940047","184.760362587","130.876570162","80.1902997492","40.901493736"
"0.0656842105263","-11.6284968166","49.8884656081","17.1165251073","-1.34990921392","-11.6284968587","-23.6615507829","-47.5551340057","-90.1430656255","-152.208419608","-227.217966881","-300.596920515","-337.048681561","-318.924097808","-268.470818928","-194.697225631","-106.296735449","-13.3239418577","73.8445722539","145.965267574","197.634624178","231.403645213","233.250555266","202.095922557","151.759450804","96.9398387511","49.8884657385"
"0.0666947368421","-14.8221789955","59.1143869398","17.4418241572","-5.69834766569","-14.822179032","-20.8971870179","-37.3311491905","-75.4237327575","-140.391043165","-228.681283238","-326.72675844","-392.790094275","-391.94621613","-348.110549854","-276.279470941","-185.726504269","-87.2124776167","7.78207868767","89.7236433725","155.358558179","213.014542377","239.751642783","223.086087935","175.942966455","115.723373263","59.1143867464"
"0.0677052631579","-18.0314188739","70.620819647","19.5117328078","-9.01389339456","-18.0314188622","-19.2810589594","-28.8769913006","-61.8392547161","-127.104207998","-223.72781519","-339.201512595","-433.575326721","-456.088123515","-418.869142968","-347.865101723","-253.235034267","-147.159420222","-42.5512004615","50.6109803715","134.433360414","214.471258263","260.14855226","252.659390338","205.217171949","137.702561095","70.62081953"
"0.0687157894737","-19.3863363861","84.751182139","24.1789476269","-9.83362984767","-19.3863364471","-16.9738859691","-20.9714582599","-49.3846089467","-114.005066326","-215.850314084","-342.958431331","-462.007996216","-513.726403386","-484.103161001","-412.287587486","-311.0558089","-194.618333896","-78.3909791491","28.1239147836","135.542486208","236.8158921","295.429299684","291.440320962","239.804503617","162.98151618","84.7511834966"
"0.0697263157895","-19.2445597015","102.200113878","31.3144992643","-8.61459789648","-19.2445597507","-13.9376654774","-13.1388320174","-37.4104885211","-100.74662503","-205.608395154","-340.089560123","-476.637273944","-555.606053123","-541.909465191","-468.032718918","-357.714967382","-228.26682571","-98.211701939","25.2029049673","159.709966886","280.331112378","347.961067257","342.606118979","282.345005339","193.232824518","102.200117021"
"0.0707368421053","-16.875367349","123.899734454","41.9897089327","-4.36971922841","-16.8753676582","-9.77100507688","-5.18455104076","-25.6025337324","-86.4612428371","-191.050867666","-327.29316912","-469.497507175","-567.148099295","-578.175809267","-502.497126326","-381.62885496","-238.542282515","-94.4174823931","55.538935649","209.379954221","342.943017391","415.544007621","406.231859455","333.183099695","229.075364235","123.899734547"
"0.0717473684211","-10.4941492335","150.530693335","58.0272914174","5.10349046897","-10.4941492822","-3.61646698519","2.99442301661","-13.6247162842","-68.9751300846","-166.165126854","-292.988350622","-424.345113363","-523.08388327","-542.027917518","-474.298468066","-343.656210036","-190.874680353","-32.9253015982","131.459092114","289.261752217","424.655088339","494.229800851","479.991947841","390.8449038","269.867254787","150.530693989"
"0.0727578947368","0.586223266972","181.879832443","79.3303662191","19.9157519211","0.586223278462","5.94262647365","13.2216554714","-0.142025593053","-48.8630509166","-135.099791598","-246.488129103","-358.347143657","-439.354548092","-451.784971363","-381.156053921","-247.278263739","-89.5955641114","71.2347206869","221.572329914","370.65109998","497.448450015","571.309543226","554.302403455","453.731476978","315.181543277","181.879835714"
"0.0737684210526","8.52142082062","201.550334735","95.2025022415","31.7620759761","8.52142063052","10.854055638","17.2304416425","6.26683538699","-35.9952594551","-111.390843092","-208.548752849","-304.351178271","-370.435597581","-378.006313132","-307.828589058","-180.218495427","-35.7161700145","100.083129258","237.388438745","374.15135984","490.638856025","566.647066638","568.822228371","479.890411155","338.582584442","201.550333978"
"0.0747789473684","16.7376962068","212.912864712","108.694007173","43.8215881466","16.7376967617","14.6999159382","18.5346178391","8.85687439485","-27.3282404807","-92.0233303793","-175.577197374","-257.594376787","-312.880637691","-317.457273588","-254.816546064","-144.433203695","-24.3648402882","89.2627309331","212.152112823","334.961456003","441.276112566","514.729412155","539.229085095","473.185917717","344.416373895","212.912862471"
"0.0757894736842","25.0555629597","221.837431075","121.868716707","56.2583509362","25.0555630921","17.9567734438","18.4903453529","9.41794261097","-21.4111138597","-76.6344554542","-148.569493371","-220.006602455","-268.871683667","-274.092273713","-221.756001858","-131.5870835","-37.0921675793","61.9944756326","172.110499105","283.09891494","381.041457901","452.768664725","486.986406717","450.985282548","343.880383541","221.837431343"
"0.0768","33.4399775658","228.068828916","134.968875556","69.3413446747","33.4399774975","20.1827452018","16.4066749093","7.35456621191","-18.3181074769","-64.3944100533","-125.750288182","-188.970937264","-235.481008065","-246.708697644","-209.799252142","-141.069515705","-67.3879032323","19.6536450622","118.830078072","220.679720414","312.994045339","384.541438355","425.423338308","415.778560519","335.615956129","228.068825046"
"0.0778105263158","43.122323232","230.156600292","148.112501474","84.0648791047","43.1223229332","22.380177387","12.8797842878","2.96078828055","-17.7736273411","-54.6394729136","-105.86588942","-162.641918177","-210.616602092","-233.863105263","-219.206366161","-173.761160781","-115.960937958","-39.5646258753","50.8258723744","146.002638022","235.131389493","308.014405913","355.607031144","366.471401407","316.071932484","230.156602938"
"0.0788210526316","55.0026580299","227.528358515","159.964533305","99.8186672086","55.002658038","26.9675305219","11.212556669","-0.527674309465","-17.4606327271","-46.3093538067","-88.7376917033","-140.608407666","-191.998409641","-229.737331385","-239.732554145","-216.981376258","-171.376384874","-104.199377097","-21.0697320368","69.1734071981","156.584773131","231.516249746","285.355180433","310.366663041","287.737490421","227.528359346"
"0.0798315789474","68.5279768948","228.036435403","173.242747002","116.653195201","68.5279774952","34.073780511","12.6132364263","-1.16502557823","-15.3729552923","-37.8518828584","-73.1964070604","-121.161762655","-175.638968378","-225.849241557","-257.147711311","-253.236932591","-216.866366743","-156.532948171","-78.3539945626","9.17259424968","96.5211964735","174.165114783","233.499594221","267.924727945","266.191996604","228.036435102"
"0.0808421052632","83.8756737771","231.552392144","189.113268915","135.691660733","83.87567445","42.6038313897","14.9871087479","-1.39661683347","-13.5613986226","-30.4164076119","-59.4399645434","-104.131186421","-162.07513634","-224.796912119","-277.549336682","-293.330153991","-265.721208476","-210.930271975","-135.846137888","-48.8511406583","40.5486432253","122.546201589","188.256146651","231.587106093","248.598326465","231.552392483"
"0.0818526315789","100.753609082","234.883615702","206.74236877","156.955290872","100.753609423","51.3252207981","16.2250419239","-3.6809285872","-14.0867295115","-25.0667146455","-47.3657324544","-88.748539042","-150.965104728","-228.182023876","-306.056749402","-347.48516838","-331.999136814","-282.996975529","-210.028981967","-121.758981547","-28.0666906779","60.5132777713","134.697047956","189.209365619","227.863716965","234.883615002"
"0.0828631578947","120.097079","244.005078925","229.388903137","182.111741081","120.097079238","60.8959789674","16.7960085944","-7.85929792686","-17.2020162936","-22.3175261193","-37.1851750222","-73.9394626965","-138.660383604","-228.43261488","-329.969086817","-401.100370787","-403.840738416","-361.319442164","-289.906627546","-198.954768056","-99.2240204349","-2.38101322977","81.8873217567","150.864588248","213.119224366","244.005078573"
"0.0838736842105","142.606659832","267.436416475","260.609324347","212.207108135","142.606660519","73.0017082595","19.6746795736","-10.24415467","-19.5817288315","-20.2016129238","-28.6639238581","-60.6061575805","-125.575779104","-223.060878659","-340.710650978","-439.442425831","-466.317969851","-430.146319413","-359.018003059","-263.256230715","-155.287343456","-48.4045170644","47.3813602938","135.250341831","219.223232864","267.436416308"
"0.0848842105263","168.913819435","306.147972932","301.773059216","248.339321995","168.91382184","87.9206994343","25.0637591407","-10.3524764962","-20.2965532136","-17.4237892142","-20.5219854587","-48.1176379203","-112.472246215","-214.902897245","-343.481960204","-466.064200839","-522.863216981","-494.394947771","-421.899002041","-318.886489835","-199.890019991","-80.8901542962","28.6759350982","140.922364159","245.90896922","306.147972687"
"0.0858947368421","200.789237701","362.392040927","356.118168942","293.22164638","200.789238995","106.474859209","32.962470588","-8.55153081321","-19.6812661624","-14.0108230708","-12.4317973343","-36.024667864","-99.1995417751","-204.641560745","-340.378459496","-479.272623901","-561.963964409","-551.905195781","-476.925649801","-364.150777274","-231.597137158","-98.2500884741","29.7549294245","169.13767467","293.283250246","362.392042949"
"0.0869052631579","237.745062178","433.321553652","422.324036549","345.627796973","237.745063171","129.280463854","44.8851104875","-2.99014952204","-16.1436506091","-9.01295893741","-3.98482537156","-23.7830794069","-83.9697230368","-187.842586454","-323.225267902","-464.456312063","-563.335305773","-577.063753583","-500.654247674","-376.993300748","-231.089765853","-84.1249928326","70.5153396941","226.730775661","361.148018357","433.321547647"
"0.0879157894737","279.58358447","514.886624572","498.421384569","404.983499104","279.583584728","156.800306944","61.8929204817","7.51945504601","-8.81427817053","-2.16657284948","4.61824394014","-11.4004708859","-65.5713807406","-160.778938804","-284.662965279","-412.119732802","-507.516498545","-524.672126826","-456.756531027","-323.479584536","-168.524893241","-7.71483057243","155.441615411","311.926645234","446.624545655","514.886537556"
"0.0889263157895","319.788880028","574.742830001","559.683103803","460.006225177","319.788879307","184.788802784","80.7177197553","20.0614296883","-0.152407252456","4.74253030246","12.057780793","-0.731662731869","-48.343165081","-132.954187627","-242.343422336","-351.989801344","-431.014843651","-443.31990523","-372.569608413","-239.142765951","-82.444155852","75.2396176489","224.072188631","372.299830671","498.421862485","574.742829063"
"0.0899368421053","340.33941447","558.954354533","565.956460083","480.544759303","340.339416653","203.540052901","96.9482231695","32.8289994774","8.68345852886","10.1662053796","16.0825106859","5.31092295023","-36.0009618311","-109.740505456","-204.810155803","-298.482073822","-362.861376431","-370.103175918","-301.00312916","-175.760644041","-34.4463630208","97.0016969629","232.259719126","367.343842081","482.560805271","558.95435514"
"0.0909473684211","344.702626372","503.500487183","531.057667605","470.181776304","344.702626851","214.558669462","110.787947609","45.4959055156","17.4227227553","14.2546783777","17.2985419611","7.54924107018","-27.8336954214","-90.9508687308","-172.500007348","-252.617490866","-306.655625481","-311.194410278","-250.197128659","-143.172664771","-27.7903196909","83.1749423501","203.848147776","324.819546692","429.915971252","503.50049445"
"0.0919578947368","342.874663338","440.288109374","476.170008643","445.469638279","342.874663365","223.01387093","123.960987204","58.1089441348","25.8841810236","17.5297643209","17.1406737579","7.90983689671","-22.1614722157","-75.8853575253","-146.002983875","-215.933733301","-264.198173726","-270.168465872","-220.178310992","-133.68993303","-43.2624194104","53.5727421811","161.802303833","271.250794603","368.355734604","440.288108825"
"0.0929684210526","333.387468383","372.014256321","414.242639738","408.699133891","333.387467499","228.87169205","137.205349246","71.5883065254","34.7155030342","20.1448203169","15.3563002923","6.07189650243","-18.8990242219","-63.5629955614","-123.299447142","-185.390868868","-231.908556046","-244.697111401","-210.943858272","-145.931012307","-75.2110454528","9.94090419986","107.598576443","208.313650107","300.123657994","372.01425633"
"0.0939789473684","311.850387138","294.424267284","343.284350541","357.180218859","311.85038717","230.224376687","150.534108486","87.0309716276","45.2891327707","23.1414734849","12.392788185","1.97968793994","-18.2647622341","-53.8649117246","-103.611483356","-159.475048435","-207.858127287","-233.319488911","-222.58289121","-180.974532945","-125.469750845","-50.8129331702","38.2169804782","132.436031337","221.183153736","294.424268241"
"0.0949894736842","283.489620788","219.865393053","274.783848001","301.879450202","283.489620511","227.583386189","162.607180069","103.297424947","57.9364381466","28.6400063668","11.6203375266","-0.793046903093","-17.5302863925","-45.4383795054","-86.656943699","-137.739859992","-189.473566119","-229.177251186","-242.722199513","-223.258050255","-179.489194462","-113.828902299","-31.9314640009","57.4376590183","144.573280666","219.865392385"
"0.096","262.62451417","163.977402715","224.421666223","260.651611752","262.624514091","228.595578414","176.36825776","120.626179143","71.9540054804","36.1924338424","13.3572277882","-1.26662180757","-15.4825887067","-37.2059243476","-71.4591447797","-118.638191186","-173.321493995","-225.227984923","-259.791782742","-259.000374255","-224.297345829","-165.340016627","-88.2635049509","-1.41990969018","85.826407787","163.977402806"
